# Generated by scripts/generate-open-source-licenses.sh
shlex	2.0.1	MIT OR Apache-2.0
signal-hook	0.4.4	MIT OR Apache-2.0
signal-hook-registry	1.4.8	MIT OR Apache-2.0
simd-adler32	0.3.10	MIT
simd_helpers	0.1.0	MIT
simdutf8	0.1.5	MIT OR Apache-2.0
simplecss	0.2.2	Apache-2.0 OR MIT
siphasher	1.0.3	MIT/Apache-2.0
skrifa	0.40.0	MIT OR Apache-2.0
skrifa	0.44.0	MIT OR Apache-2.0
skrifa	0.47.0	MIT OR Apache-2.0
slab	0.4.12	MIT
slotmap	1.1.1	Zlib
smallvec	1.16.1	MIT OR Apache-2.0
smol	2.0.2	Apache-2.0 OR MIT
smol_str	0.3.6	MIT OR Apache-2.0
snafu	0.8.9	MIT OR Apache-2.0
snafu-derive	0.8.9	MIT OR Apache-2.0
spin	0.12.3	MIT
spin	0.9.9	MIT
spirv	0.4.0+sdk-1.4.341.0	Apache-2.0
stable_deref_trait	1.2.1	MIT OR Apache-2.0
static_assertions	1.1.0	MIT OR Apache-2.0
stats_alloc	0.1.10	MIT
streaming-iterator	0.1.9	MIT OR Apache-2.0
strict-num	0.1.1	MIT
strsim	0.11.1	MIT
strum	0.26.3	MIT
strum	0.28.0	MIT
strum_macros	0.26.4	MIT
strum_macros	0.28.0	MIT
subtle	2.6.1	BSD-3-Clause
sval	2.22.0	Apache-2.0 OR MIT
sval_buffer	2.22.0	Apache-2.0 OR MIT
sval_dynamic	2.22.0	Apache-2.0 OR MIT
sval_fmt	2.22.0	Apache-2.0 OR MIT
sval_json	2.22.0	Apache-2.0 OR MIT
sval_nested	2.22.0	Apache-2.0 OR MIT
sval_ref	2.22.0	Apache-2.0 OR MIT
sval_serde	2.22.0	Apache-2.0 OR MIT
svgtypes	0.16.1	Apache-2.0 OR MIT
swash	0.2.10	Apache-2.0 OR MIT
syn	2.0.119	MIT OR Apache-2.0
syn	3.0.6	MIT OR Apache-2.0
synstructure	0.14.0	MIT
sys-locale	0.3.2	MIT OR Apache-2.0
sysinfo	0.39.6	MIT
taffy	0.14.0	MIT
tauri-winrt-notification	0.7.3	MIT OR Apache-2.0
tempfile	3.27.0	MIT OR Apache-2.0
termcolor	1.4.1	Unlicense OR MIT
thiserror	1.0.69	MIT OR Apache-2.0
thiserror	2.0.20	MIT OR Apache-2.0
thiserror-impl	1.0.69	MIT OR Apache-2.0
thiserror-impl	2.0.20	MIT OR Apache-2.0
tiff	0.11.3	MIT
time	0.3.55	MIT OR Apache-2.0
time-core	0.1.9	MIT OR Apache-2.0
tiny-keccak	2.0.2	CC0-1.0
tiny-skia	0.12.0	BSD-3-Clause
tiny-skia-path	0.12.0	BSD-3-Clause
tinystr	0.8.4	Unicode-3.0
tinytemplate	1.2.1	Apache-2.0 OR MIT
tinyvec	1.13.3	Zlib OR Apache-2.0 OR MIT
toml	1.1.6+spec-1.1.0	MIT OR Apache-2.0
toml_datetime	1.1.1+spec-1.1.0	MIT OR Apache-2.0
toml_edit	0.25.15+spec-1.1.0	MIT OR Apache-2.0
toml_parser	1.1.3+spec-1.1.0	MIT OR Apache-2.0
toml_writer	1.1.2+spec-1.1.0	MIT OR Apache-2.0
tracing	0.1.44	MIT
tracing-attributes	0.1.31	MIT
tracing-core	0.1.36	MIT
tree-sitter	0.27.0	MIT
tree-sitter-asm	0.24.0	MIT
tree-sitter-bash	0.25.1	MIT
tree-sitter-bicep	1.1.0	MIT
tree-sitter-build	0.1.0	MIT
tree-sitter-c	0.24.2	MIT
tree-sitter-c-sharp	0.23.5	MIT
tree-sitter-caddyfile	0.1.0	MIT
tree-sitter-cil	0.1.0	MIT
tree-sitter-clojure-orchard	0.2.8	CC0-1.0
tree-sitter-cmake	0.7.5	MIT
tree-sitter-coffee	0.1.0	MIT
tree-sitter-containerfile	0.9.2	MIT
tree-sitter-cpp	0.23.4	MIT
tree-sitter-crontab	0.1.0	MIT
tree-sitter-css	0.25.0	MIT
tree-sitter-csv	1.2.0	MIT
tree-sitter-cue	0.0.1	MIT
tree-sitter-dart	0.2.0	MIT
tree-sitter-dhall	0.1.0	MIT
tree-sitter-diff	0.1.0	MIT
tree-sitter-ebnf	0.1.0	MIT
tree-sitter-elixir	0.3.5	Apache-2.0
tree-sitter-erlang	0.20.0	MIT
tree-sitter-fsharp	0.3.11	MIT
tree-sitter-gitcommit	0.0.1	MIT
tree-sitter-gitignore	0.1.0	MIT
tree-sitter-gleam	1.0.0	Apache-2.0
tree-sitter-go	0.25.0	MIT
tree-sitter-gomod	1.1.1	MIT
tree-sitter-gowork	0.0.1	MIT
tree-sitter-haskell	0.23.1	MIT
tree-sitter-hcl	1.1.0	Apache-2.0
tree-sitter-html	0.23.2	MIT
tree-sitter-ini	1.4.0	Apache-2.0
tree-sitter-java	0.23.5	MIT
tree-sitter-javascript	0.25.0	MIT
tree-sitter-jinja-dialects	0.1.1	MIT
tree-sitter-jsdoc	0.25.0	MIT
tree-sitter-json	0.24.8	MIT
tree-sitter-jsonnet	0.0.1	MIT
tree-sitter-julia	0.23.1	MIT
tree-sitter-just	0.1.0	Apache-2.0
tree-sitter-kdl	1.1.0	MIT
tree-sitter-kotlin-sg	0.4.1	MIT
tree-sitter-language	0.1.8	MIT
tree-sitter-llvm	1.1.0	MIT
tree-sitter-lua	0.5.0	MIT
tree-sitter-make	1.1.1	MIT
tree-sitter-md	0.3.2	MIT
tree-sitter-nix	0.3.0	MIT
tree-sitter-objc	3.0.2	MIT
tree-sitter-ocaml	0.25.0	MIT
tree-sitter-pascal	0.10.2	MIT
tree-sitter-perl	1.1.2	MIT
tree-sitter-php	0.24.2	MIT
tree-sitter-powershell	0.26.4	MIT
tree-sitter-properties	0.3.0	MIT
tree-sitter-proto	0.6.0	MIT
tree-sitter-python	0.25.0	MIT
tree-sitter-r	1.3.0	MIT
tree-sitter-regex	0.25.0	MIT
tree-sitter-ron	0.2.0	MIT
tree-sitter-ruby	0.23.1	MIT
tree-sitter-rust	0.24.2	MIT
tree-sitter-scala	0.26.2	MIT
tree-sitter-sequel	0.3.11	MIT
tree-sitter-solidity	1.2.13	MIT
tree-sitter-spirv	0.1.0	MIT
tree-sitter-svelte-ng	1.0.2	MIT
tree-sitter-swift	0.7.3	MIT
tree-sitter-toml-ng	0.7.0	MIT
tree-sitter-typescript	0.23.2	MIT
tree-sitter-v	0.0.4	ISC
tree-sitter-vue	0.1.0	MIT
tree-sitter-wat	0.1.0	Apache-2.0 WITH LLVM-exception
tree-sitter-xml	0.7.0	MIT
tree-sitter-yaml	0.7.2	MIT
tree-sitter-zig	1.1.2	MIT
ttf-parser	0.25.1	MIT OR Apache-2.0
typeid	1.0.3	MIT OR Apache-2.0
typenum	1.20.1	MIT OR Apache-2.0
uds_windows	1.2.1	MIT
uluru	3.1.0	MPL-2.0
unarray	0.1.4	MIT OR Apache-2.0
unicase	2.9.0	MIT OR Apache-2.0
unicode-bidi	0.3.18	MIT OR Apache-2.0
unicode-bom	2.0.3	Apache-2.0
unicode-ident	1.0.26	(MIT OR Apache-2.0) AND Unicode-3.0
unicode-linebreak	0.1.5	Apache-2.0
unicode-normalization	0.1.25	MIT OR Apache-2.0
unicode-script	0.5.8	MIT OR Apache-2.0
unicode-segmentation	1.13.3	MIT OR Apache-2.0
unicode-vo	0.1.0	MIT/Apache-2.0
unicode-width	0.1.14	MIT OR Apache-2.0
unicode-width	0.2.2	MIT OR Apache-2.0
unicode-xid	0.2.6	MIT OR Apache-2.0
untrusted	0.9.0	ISC
ureq	3.4.2	MIT OR Apache-2.0
ureq-proto	0.6.4	MIT OR Apache-2.0
url	2.5.8	MIT OR Apache-2.0
usvg	0.48.1	Apache-2.0 OR MIT
utf8-zero	0.8.1	MIT OR Apache-2.0
utf8_iter	1.0.4	Apache-2.0 OR MIT
utf8parse	0.2.2	Apache-2.0 OR MIT
uuid	1.26.1	Apache-2.0 OR MIT
v_frame	0.3.9	BSD-2-Clause
value-bag	1.14.1	Apache-2.0 OR MIT
value-bag-serde1	1.14.1	Apache-2.0 OR MIT
value-bag-sval2	1.14.1	Apache-2.0 OR MIT
vcpkg	0.2.15	MIT/Apache-2.0
version_check	0.9.5	MIT/Apache-2.0
vswhom	0.1.0	MIT
vswhom-sys	0.1.3	MIT
vte	0.15.0	Apache-2.0 OR MIT
wait-timeout	0.2.1	MIT/Apache-2.0
waker-fn	1.2.0	Apache-2.0 OR MIT
walkdir	2.5.0	Unlicense/MIT
wasi	0.11.1+wasi-snapshot-preview1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
wasip2	1.0.4+wasi-0.2.12	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
wasm-bindgen	0.2.128	MIT OR Apache-2.0
wasm-bindgen-futures	0.4.78	MIT OR Apache-2.0
wasm-bindgen-macro	0.2.128	MIT OR Apache-2.0
wasm-bindgen-macro-support	0.2.128	MIT OR Apache-2.0
wasm-bindgen-shared	0.2.128	MIT OR Apache-2.0
wayland-backend	0.3.17	MIT
wayland-client	0.31.15	MIT
wayland-cursor	0.31.14	MIT
wayland-protocols	0.32.13	MIT
wayland-protocols-plasma	0.3.12	MIT
wayland-protocols-wlr	0.3.12	MIT
wayland-scanner	0.31.11	MIT
wayland-sys	0.31.11	MIT
web-sys	0.3.105	MIT OR Apache-2.0
web-time	1.1.0	MIT OR Apache-2.0
webpki-roots	1.0.9	CDLA-Permissive-2.0
weezl	0.1.12	MIT OR Apache-2.0
wgpu	29.0.4	MIT OR Apache-2.0
wgpu-core	29.0.4	MIT OR Apache-2.0
wgpu-core-deps-apple	29.0.4	MIT OR Apache-2.0
wgpu-core-deps-emscripten	29.0.4	MIT OR Apache-2.0
wgpu-core-deps-wasm	29.0.4	MIT OR Apache-2.0
wgpu-core-deps-windows-linux-android	29.0.4	MIT OR Apache-2.0
wgpu-hal	29.0.4	MIT OR Apache-2.0
wgpu-naga-bridge	29.0.4	MIT OR Apache-2.0
wgpu-types	29.0.4	MIT OR Apache-2.0
wgsl-rs	0.1.0	UNKNOWN
wgsl-rs-ir	0.1.0	UNKNOWN
wgsl-rs-macros	0.1.0	UNKNOWN
which	8.0.6	MIT
winapi	0.3.9	MIT/Apache-2.0
winapi-i686-pc-windows-gnu	0.4.0	MIT/Apache-2.0
winapi-util	0.1.11	Unlicense OR MIT
winapi-x86_64-pc-windows-gnu	0.4.0	MIT/Apache-2.0
windows	0.61.3	MIT OR Apache-2.0
windows	0.62.2	MIT OR Apache-2.0
windows-collections	0.100.0	MIT OR Apache-2.0
windows-collections	0.2.0	MIT OR Apache-2.0
windows-collections	0.3.2	MIT OR Apache-2.0
windows-core	0.100.0	MIT OR Apache-2.0
windows-core	0.61.2	MIT OR Apache-2.0
windows-core	0.62.2	MIT OR Apache-2.0
windows-future	0.2.1	MIT OR Apache-2.0
windows-future	0.3.2	MIT OR Apache-2.0
windows-implement	0.100.0	MIT OR Apache-2.0
windows-implement	0.60.2	MIT OR Apache-2.0
windows-interface	0.100.0	MIT OR Apache-2.0
windows-interface	0.59.3	MIT OR Apache-2.0
windows-link	0.1.3	MIT OR Apache-2.0
windows-link	0.100.0	MIT OR Apache-2.0
windows-link	0.2.1	MIT OR Apache-2.0
windows-numerics	0.100.0	MIT OR Apache-2.0
windows-numerics	0.2.0	MIT OR Apache-2.0
windows-numerics	0.3.1	MIT OR Apache-2.0
windows-registry	0.100.0	MIT OR Apache-2.0
windows-result	0.100.0	MIT OR Apache-2.0
windows-result	0.3.4	MIT OR Apache-2.0
windows-result	0.4.1	MIT OR Apache-2.0
windows-strings	0.100.0	MIT OR Apache-2.0
windows-strings	0.4.2	MIT OR Apache-2.0
windows-strings	0.5.1	MIT OR Apache-2.0
windows-sys	0.52.0	MIT OR Apache-2.0
windows-sys	0.59.0	MIT OR Apache-2.0
windows-sys	0.61.2	MIT OR Apache-2.0
windows-targets	0.52.6	MIT OR Apache-2.0
windows-threading	0.1.0	MIT OR Apache-2.0
windows-threading	0.2.1	MIT OR Apache-2.0
windows-version	0.1.7	MIT OR Apache-2.0
windows-version	0.100.0	MIT OR Apache-2.0
windows_aarch64_gnullvm	0.52.6	MIT OR Apache-2.0
windows_aarch64_msvc	0.52.6	MIT OR Apache-2.0
windows_i686_gnu	0.52.6	MIT OR Apache-2.0
windows_i686_gnullvm	0.52.6	MIT OR Apache-2.0
windows_i686_msvc	0.52.6	MIT OR Apache-2.0
windows_x86_64_gnu	0.52.6	MIT OR Apache-2.0
windows_x86_64_gnullvm	0.52.6	MIT OR Apache-2.0
windows_x86_64_msvc	0.52.6	MIT OR Apache-2.0
winnow	1.0.4	MIT
winreg	0.55.0	MIT
wio	0.2.2	MIT/Apache-2.0
wit-bindgen	0.57.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
writeable	0.6.4	Unicode-3.0
x11-clipboard	0.9.3	MIT
x11rb	0.13.2	MIT OR Apache-2.0
x11rb	0.14.0	MIT OR Apache-2.0
x11rb-protocol	0.13.2	MIT OR Apache-2.0
x11rb-protocol	0.14.0	MIT OR Apache-2.0
xcursor	0.3.11	MIT
xim-ctext	0.3.0	MIT
xim-parser	0.2.1	MIT
xkbcommon	0.9.0	MIT
xkeysym	0.2.1	MIT OR Apache-2.0 OR Zlib
xml-rs	0.8.29	MIT
xmlwriter	0.1.0	MIT
xxhash-rust	0.8.18	BSL-1.0
y4m	0.8.0	MIT
yazi	0.2.1	Apache-2.0 OR MIT
yeslogic-fontconfig-sys	6.0.1	MIT
yoke	0.8.3	Unicode-3.0
yoke-derive	0.8.3	Unicode-3.0
zbus	5.19.0	MIT
zbus-lockstep	0.5.2	MIT
zbus-lockstep-macros	0.5.2	MIT
zbus_macros	5.19.0	MIT
zbus_names	4.3.4	MIT
zbus_xml	5.2.1	MIT
zcheapstr	1.1.0	MIT
zeno	0.3.3	Apache-2.0 OR MIT
zerocopy	0.8.57	BSD-2-Clause OR Apache-2.0 OR MIT
zerocopy-derive	0.8.57	BSD-2-Clause OR Apache-2.0 OR MIT
zerofrom	0.1.8	Unicode-3.0
zerofrom-derive	0.1.8	Unicode-3.0
zeroize	1.9.0	Apache-2.0 OR MIT
zeroize_derive	1.5.0	Apache-2.0 OR MIT
zerotrie	0.2.5	Unicode-3.0
zerovec	0.11.8	Unicode-3.0
zerovec-derive	0.11.6	Unicode-3.0
zlib-rs	0.6.8	Zlib
zmij	1.0.23	MIT
zune-core	0.5.3	MIT OR Apache-2.0 OR Zlib
zune-inflate	0.2.54	MIT OR Apache-2.0 OR Zlib
zune-jpeg	0.5.15	MIT OR Apache-2.0 OR Zlib
zvariant	5.15.0	MIT
zvariant_derive	5.15.0	MIT
zvariant_utils	4.2.0	MIT
